Category: All categories

Region,election day: (8/8/12 - 11/6/12)
District of Columbia,100
Delaware,97
Kentucky,94
Virginia,92
South Carolina,91
New York,86
West Virginia,85
Maryland,85
Pennsylvania,78
Indiana,77
Connecticut,77
Rhode Island,73
Vermont,72
Tennessee,72
Montana,72
Kansas,71
Massachusetts,71
North Carolina,69
Arkansas,68
Wyoming,67
Nebraska,67
New Hampshire,66
Louisiana,66
Iowa,65
Idaho,65
Illinois,65
Florida,64
Michigan,64
Minnesota,63
Ohio,63
Georgia,62
Hawaii,62
Utah,62
New Mexico,60
Oklahoma,60
Oregon,59
Nevada,59
Colorado,59
New Jersey,58
Missouri,57
Alabama,56
North Dakota,55
Texas,55
Maine,54
Mississippi,53
Arizona,51
California,51
Washington,50
Wisconsin,49
South Dakota,46
Alaska,45
