Category: All categories

Region,vice presidential debate: (8/7/24 - 11/5/24)
District of Columbia,100
Minnesota,80
Maine,78
Vermont,75
Alaska,66
Oregon,60
New Hampshire,59
Montana,59
Connecticut,58
Wisconsin,57
Iowa,57
Washington,56
Kansas,56
Massachusetts,55
Utah,54
Nebraska,54
Rhode Island,54
Wyoming,52
Idaho,51
Ohio,51
Colorado,51
Pennsylvania,50
North Dakota,50
Maryland,50
Missouri,50
Michigan,50
Virginia,48
Illinois,48
Oklahoma,46
Delaware,46
Indiana,46
Arizona,46
South Dakota,44
Kentucky,44
New Jersey,43
Tennessee,43
North Carolina,42
Hawaii,41
New York,40
Alabama,40
West Virginia,39
Arkansas,39
California,38
New Mexico,38
Nevada,37
Louisiana,37
Georgia,36
South Carolina,35
Florida,34
Mississippi,30
Texas,29
