Category: All categories

Region,donald trump: (8/10/16 - 11/8/16)
District of Columbia,100
Massachusetts,99
New Hampshire,96
Maine,89
Pennsylvania,89
New Jersey,87
Vermont,87
Connecticut,87
New York,84
Washington,82
Rhode Island,80
Maryland,79
Minnesota,78
Delaware,77
Florida,76
California,73
Colorado,72
Wisconsin,72
Virginia,72
Michigan,72
Oregon,71
Illinois,71
Montana,71
Ohio,70
North Carolina,70
Nevada,70
Arizona,69
Missouri,67
New Mexico,67
Alaska,66
Georgia,66
Iowa,66
West Virginia,65
Kentucky,64
Tennessee,63
Indiana,63
Nebraska,62
Hawaii,60
Idaho,60
Texas,60
Alabama,59
Wyoming,59
Oklahoma,59
South Carolina,59
South Dakota,58
Arkansas,58
Kansas,58
North Dakota,57
Utah,57
Louisiana,55
Mississippi,54
